n1,n2,t1,t2,phi1,phi2,R_mean
2.1555923569450517,2.244525209500303,8.358656878854823e-08,6.371351331814734e-08,1.3103895914462282,1.0400479042066546,0.1390981095214805
2.1757991771331158,2.2488851610474434,2.1819597698012795e-07,1.0839735861317103e-07,3.4527318339426807,1.7728960820501718,0.16973395219459142
1.6836235115306182,2.209336848964596,9.475267264807338e-08,2.068438918646773e-07,1.1602023814593487,3.323547871126398,0.05887476689267978
2.3159365773959153,1.7576922355875237,1.726655028803845e-07,1.7336314607608965e-07,2.9082353001828527,2.21613858759977,0.19553898087203375
1.3340610294867123,2.3733187786834367,1.2599795076509285e-07,1.8702691856047092e-07,1.2224651338974244,3.2281781668280973,0.11025073038341851
1.6160644813397953,2.3641801970450604,1.0394831895949098e-07,3.2059153781256685e-08,1.2217249902939156,0.5512263018448679,0.057891372571707976
2.3769965693450428,1.3186726798219737,9.066959114217882e-08,2.1051177373965294e-07,1.5674276879191036,2.0188809077188736,0.17531163339668004
2.435789291018823,1.945469254560272,1.5004907031226186e-07,1.1520464917588076e-07,2.658093953410457,1.6300152942114792,0.19271043327869994
1.581174003207484,1.6272639089808907,1.577785066546373e-07,1.7295116059315922e-07,1.8143656217251747,2.0468158665425893,0.056771737034841965
2.229052756843603,2.22650358563292,4.7329159579251165e-08,1.2393985789349048e-07,0.7672668628306955,2.0069275491104808,0.1913023223285094
1.2748263880216375,1.9143875470208562,1.1389079526094162e-07,1.9866379472407696e-07,1.055934481101222,2.765959961190404,0.0396886964935105
1.6561895163177023,1.3521871213558876,5.716841959003881e-08,1.7468702002631972e-07,0.6885944522870824,1.7178875545282004,0.09763310787369732
2.003683482311139,1.3314594789596272,4.598029316184951e-08,1.6318413497723281e-07,0.6700360285107031,1.5801677333182829,0.21361315589935506
1.2945919082734516,2.268418077077463,1.6418602315973428e-07,4.5456268321960955e-08,1.5458465238850145,0.7499186965674172,0.18721460768256756
1.3102890283107493,2.4826314520515282,1.0111145119366287e-07,1.0042200794270929e-07,0.9635289100773402,1.8131697119762795,0.03672584984672114
2.256639437434753,2.4314231505990165,2.1734020212634548e-07,1.7314185519919891e-07,3.5669707015152854,3.0616808368654174,0.18537612373372025
1.6891374611901906,1.3085509317082693,1.77657914026213e-07,1.3609680744980297e-07,2.1824628207896914,1.2951971213888043,0.06160801525953893
1.751488612021069,2.378260700623157,5.112752163816875e-08,1.2359876981526323e-07,0.6512674320735518,2.1378188865236964,0.09492975002286504
1.2147597381976447,1.8092588345923641,4.0697622379549095e-08,5.257540409093366e-08,0.3595478771421648,0.6918001042457109,0.1022637051873843
1.3527841208102362,2.0439733927508827,1.7174852706043044e-07,1.4084006536846032e-07,1.6897358558537996,2.0936243363376574,0.08459646949734471
2.4508243130169047,1.6873317533808152,8.428529639355354e-08,1.9503383435599747e-07,1.5023160264084148,2.3933584123090084,0.2005720163692352
1.4906745900752885,2.452189301272795,3.2309350191065104e-08,2.1427697707445142e-07,0.35027438073938116,3.821437895934878,0.18407499916032186
1.2561078855357488,2.3584860478074923,1.3026321072639698e-07,2.1866331126266708e-07,1.189997426826416,3.7506499547664527,0.11902701683130283
1.2959355341560186,1.920010569721717,2.141674817676288e-07,1.293885903923283e-07,2.018525453697319,1.8067451720339207,0.07199900493041346
2.018218229575841,2.1044732956800023,1.163628023058769e-07,1.4923603521597206e-07,1.707967482605458,2.2840963699285353,0.14353411816894251
